,tiempo_maximo,intensidad_maxima,intensidad_minima,tiempo_valle,intensidad_valle,sparks_amplitud,TTP,sparks_tiempo_pico50,sp_tau,TTP50,fullWidth,(ΔF/F0)/ΔTmax,fullDuration,width,high,flag
31,3.0,11.272727272727273,8.636363636363637,9.0,7.272727272727272,0.30526315789473685,1.0,2.533202573066033,19.039392430517765,0.533202573066033,3.0,0.30526315789473685,7.0,12.0,11.0,1.0
32,29.0,10.339285714285714,7.8392857142857135,30.0,9.607142857142858,0.3189066059225512,21.0,21.5935456501613,13.615831443208876,13.5935456501613,13.0,0.015186028853454816,22.0,34.0,56.0,1.0
0,7.0,37.75,31.41666666666667,11.0,33.25,0.20159151193633948,3.0,6.092826958203339,35.22961046425679,2.0928269582033403,6.0,0.06719717064544649,7.0,14.0,12.0,1.0
1,7.0,52.9375,48.5625,8.0,43.375,0.09009009009009007,1.0,6.510779201724062,5.019356290598825,0.5107792017240627,6.0,0.09009009009009007,2.0,12.0,16.0,1.0
2,3.0,7.1764705882352935,6.5294117647058805,9.0,5.941176470588236,0.09909909909909932,1.0,2.5118069639614684,42.90750139328514,0.511806963961468,-3.0,0.09909909909909932,7.0,13.0,17.0,1.0
3,11.0,49.94736842105264,43.31578947368421,12.0,49.52631578947368,0.15309842041312266,5.0,7.654884967039763,118.12429452926592,1.6548849670397618,9.0,0.030619684082624526,6.0,13.0,19.0,1.0
4,2.0,39.411764705882355,35.941176470588225,4.0,32.529411764705884,0.09656301145662864,2.0,1.2506178582593657,10.421024453455155,1.2506178582593657,12.0,0.04828150572831432,4.0,9.0,17.0,1.0
5,4.0,6.75,6.0,7.0,5.75,0.125,3.0,3.0320878215837217,22.688390442071277,2.0320878215837217,5.0,0.04166666666666666,6.0,12.0,12.0,1.0
6,1.0,39.81818181818182,38.04545454545455,7.0,34.5,0.04659498207885306,1.0,0.5056922606572792,47.81403003627907,0.5056922606572792,9.0,0.04659498207885306,7.0,13.0,22.0,1.0
7,16.0,7.444444444444445,5.962962962962963,17.0,7.037037037037037,0.2484472049689443,13.0,14.092180732042689,17.768037450649494,11.092180732042689,4.0,0.019111323459149558,14.0,18.0,27.0,1.0
8,7.0,43.875,16.5,8.0,41.75,1.6590909090909092,7.0,3.002767193284713,20.142921890920874,3.002767193284713,4.0,0.23701298701298704,8.0,10.0,8.0,1.0
9,7.0,56.66666666666666,48.42857142857142,8.0,53.047619047619065,0.1701081612586038,1.0,6.519616864155688,15.152395455562965,0.5196168641556893,14.0,0.1701081612586038,2.0,12.0,21.0,1.0
10,7.0,40.76470588235294,31.411764705882355,15.0,34.588235294117645,0.2977528089887641,1.0,6.532487472357628,75.12793242472901,0.5324874723576274,6.0,0.2977528089887641,9.0,19.0,17.0,1.0
11,6.0,44.153846153846146,33.384615384615394,8.0,39.384615384615394,0.3225806451612902,5.0,3.0003583511947447,17.497082384249705,2.0003583511947447,2.0,0.06451612903225802,7.0,10.0,13.0,1.0
12,3.0,57.77777777777778,48.55555555555557,5.0,49.55555555555557,0.18993135011441628,1.0,2.521709618873086,13.028479120444356,0.5217096188730861,3.0,0.18993135011441628,3.0,9.0,9.0,1.0
13,39.0,59.9375,38.625,40.0,51.625,0.5517799352750811,15.0,30.415398943284607,6.698089576728482,6.415398943284603,7.0,0.03678532901833873,16.0,41.0,16.0,2.0
14,7.0,6.833333333333332,6.0,9.0,5.888888888888888,0.13888888888888884,5.0,6.073386919765568,13.445806495303282,4.073386919765567,6.0,0.02777777777777777,7.0,16.0,18.0,1.0
15,9.0,47.9375,40.125,10.0,45.625,0.19470404984423675,7.0,4.849355090146227,20.225609708650836,2.8493550901462257,12.0,0.02781486426346239,8.0,13.0,16.0,1.0
16,2.0,39.46153846153846,32.846153846153854,3.0,34.153846153846146,0.20140515222482427,1.0,1.5229043737801573,6.9227491860351815,0.5229043737801573,3.0,0.20140515222482427,2.0,8.0,13.0,1.0
17,,,,,,,,,,,,,,11.0,14.0,1.0
18,8.0,34.93103448275862,29.58620689655173,11.0,31.896551724137932,0.18065268065268053,6.0,3.92941992581654,37.552933079638244,1.92941992581654,16.0,0.030108780108780087,9.0,17.0,29.0,1.0
19,7.0,56.33333333333334,48.4,8.0,44.46666666666667,0.16391184573002762,1.0,6.518955140751144,4.227497154707766,0.5189551407511441,8.0,0.16391184573002762,2.0,11.0,15.0,1.0
20,4.0,46.07142857142858,39.0,10.0,38.285714285714285,0.18131868131868145,3.0,2.522617741617041,43.41233930519064,1.5226177416170406,6.0,0.060439560439560475,9.0,12.0,14.0,1.0
21,12.0,38.333333333333336,31.83333333333333,13.0,37.083333333333336,0.2041884816753928,4.0,10.587984946458608,30.1639040333284,2.587984946458608,6.0,0.0510471204188482,5.0,14.0,12.0,1.0
22,5.0,6.7142857142857135,5.928571428571428,6.0,5.857142857142858,0.13253012048192786,1.0,4.51554674231516,7.321955575410305,0.5155467423151601,11.0,0.13253012048192786,2.0,16.0,14.0,1.0
23,8.0,40.5,32.65,11.0,32.1,0.24042879019908125,5.0,5.566182982662046,13.291291186478205,2.5661829826620464,-2.0,0.04808575803981625,8.0,15.0,20.0,1.0
0,5.0,6.5294117647058805,6.0588235294117645,8.0,6.0,0.07766990291262123,1.0,4.509347972607734,46.31091079736299,0.5093479726077339,9.0,0.07766990291262123,4.0,15.0,17.0,1.0
1,16.0,41.714285714285715,6.380952380952383,20.0,32.8095238095238,5.53731343283582,14.0,9.685265841854168,14.927137804023198,7.685265841854168,19.0,0.3955223880597014,18.0,22.0,21.0,1.0
2,7.0,67.47368421052633,33.10526315789474,11.0,32.421052631578945,1.038155802861685,6.0,4.840617582715802,5.2640643915418,3.840617582715802,10.0,0.17302596714361418,10.0,15.0,19.0,1.0
3,3.0,42.36363636363637,37.09090909090909,9.0,32.72727272727273,0.14215686274509806,2.0,2.3115221723773187,22.42917637241948,1.3115221723773192,8.0,0.07107843137254903,8.0,11.0,22.0,1.0
4,5.0,81.15789473684211,35.26315789473684,14.0,26.947368421052627,1.301492537313433,2.0,4.3627581404321,9.472119217261152,1.3627581404321,11.0,0.6507462686567165,11.0,25.0,19.0,1.0
5,6.0,36.60869565217392,31.26086956521739,9.0,30.695652173913047,0.17107093184979144,1.0,5.519719354523391,20.468051267236632,0.5197193545233922,3.0,0.17107093184979144,4.0,13.0,23.0,1.0
6,7.0,37.45454545454545,28.863636363636363,9.0,35.40909090909091,0.2976377952755905,3.0,5.919872731217418,35.61286280018046,1.919872731217417,20.0,0.09921259842519684,5.0,10.0,22.0,1.0
7,7.0,65.0625,32.375,10.0,29.875,1.0096525096525095,5.0,4.571708112547486,4.055186735525531,2.5717081125474857,8.0,0.20193050193050194,8.0,15.0,16.0,1.0
0,2.0,14.615384615384615,14.307692307692307,7.0,12.923076923076925,0.021505376344085943,1.0,1.5026596246362758,48.12340276733853,0.502659624636276,7.0,0.021505376344085943,6.0,18.0,13.0,1.0
1,3.0,15.8125,15.0625,11.0,13.375,0.04979253112033195,1.0,2.506073471902273,61.124118173974715,0.5060734719022735,5.0,0.04979253112033195,9.0,14.0,16.0,1.0
2,24.0,18.26086956521739,14.43478260869565,27.0,15.56521739130435,0.2650602409638555,16.0,20.255194919771654,17.342428534944244,12.255194919771654,18.0,0.01656626506024097,19.0,30.0,23.0,1.0
3,6.0,23.09090909090909,19.272727272727273,9.0,19.545454545454547,0.1981132075471697,4.0,3.8940893084582746,17.89924184395717,1.8940893084582744,8.0,0.04952830188679243,7.0,15.0,11.0,2.0
4,2.0,16.588235294117652,16.294117647058822,9.0,14.411764705882351,0.018050541516245643,1.0,1.5022361657752168,55.47859494310739,0.5022361657752168,7.0,0.018050541516245643,8.0,14.0,17.0,1.0
5,13.0,26.8,23.0,14.0,26.3,0.16521739130434784,7.0,10.317877183303333,53.09843059691599,4.317877183303333,6.0,0.02360248447204969,8.0,17.0,10.0,1.0
6,8.0,5.454545454545454,5.0,2.0,5.363636363636363,0.09090909090909084,3.0,6.119366132765231,,1.1193661327652311,0.0,0.03030303030303028,-3.0,10.0,11.0,1.0
0,9.0,22.818181818181817,18.272727272727273,11.0,19.272727272727273,0.2487562189054725,5.0,6.715020275241028,11.843663794735878,2.715020275241029,3.0,0.0497512437810945,7.0,15.0,11.0,2.0
1,19.0,6.136363636363638,5.8181818181818175,20.0,5.954545454545454,0.05468750000000019,5.0,15.334401892462473,33.247493583187165,1.3344018924624717,9.0,0.010937500000000036,6.0,23.0,22.0,2.0
2,2.0,24.33333333333333,19.666666666666668,4.0,20.444444444444443,0.2372881355932202,1.0,1.526565125128544,11.485277709401839,0.5265651251285439,3.0,0.2372881355932202,3.0,5.0,9.0,2.0
3,1.0,24.27272727272727,23.72727272727273,8.0,19.63636363636364,0.02298850574712619,1.0,0.5028409702367815,64.15851394705128,0.5028409702367815,7.0,0.02298850574712619,8.0,13.0,11.0,2.0
4,1.0,6.5555555555555545,6.0,6.0,5.888888888888888,0.0925925925925924,1.0,0.5110655598409268,49.00334892017947,0.5110655598409268,5.0,0.0925925925925924,6.0,7.0,9.0,2.0
5,5.0,6.5555555555555545,5.777777777777778,1.0,6.0,0.13461538461538444,2.0,4.165665940648342,,1.165665940648342,2.0,0.06730769230769222,-2.0,9.0,9.0,2.0
6,11.0,23.63636363636364,18.90909090909091,17.0,18.227272727272727,0.24999999999999994,3.0,9.279871007890405,55.25207080646539,1.2798710078904048,18.0,0.08333333333333331,9.0,23.0,22.0,2.0
7,2.0,6.888888888888888,5.888888888888888,5.0,5.666666666666668,0.16981132075471694,2.0,1.2150580732315537,14.385890455949836,1.2150580732315537,2.0,0.08490566037735849,5.0,11.0,9.0,2.0
8,11.0,23.444444444444446,20.11111111111111,13.0,19.444444444444443,0.1657458563535911,7.0,6.247650942632463,10.69106169931266,2.247650942632463,10.0,0.023677979479084444,9.0,14.0,18.0,2.0
9,11.0,6.333333333333332,5.7333333333333325,12.0,5.933333333333334,0.1046511627906976,7.0,4.793302956975759,15.327897008812108,0.7933029569757588,7.0,0.0149501661129568,8.0,19.0,15.0,2.0
10,21.0,6.34375,5.84375,22.0,5.84375,0.0855614973262032,10.0,18.13458783542627,12.180659321547608,7.13458783542627,15.0,0.008556149732620321,11.0,26.0,32.0,2.0
11,9.0,24.84615384615385,20.46153846153846,12.0,19.69230769230769,0.21428571428571455,8.0,5.898676282629185,15.958340197864935,4.898676282629185,8.0,0.02678571428571432,11.0,14.0,13.0,2.0
12,8.0,25.45454545454545,19.454545454545453,9.0,22.0,0.30841121495327106,6.0,5.46966939807767,6.856271036634441,3.4696693980776714,5.0,0.05140186915887851,7.0,11.0,11.0,2.0
13,4.0,6.400000000000001,5.900000000000001,2.0,6.099999999999999,0.08474576271186439,3.0,2.516518821421766,,1.5165188214217666,0.0,0.028248587570621462,1.0,8.0,10.0,2.0
14,11.0,6.333333333333332,5.833333333333332,0.0,5.916666666666668,0.08571428571428573,9.0,9.288008982709217,,7.288008982709218,8.0,0.009523809523809523,-2.0,14.0,12.0,2.0
15,7.0,6.466666666666666,5.8,8.0,6.133333333333334,0.11494252873563207,4.0,5.409306518202216,18.895590005732046,2.409306518202217,8.0,0.028735632183908018,5.0,9.0,15.0,2.0
16,18.0,28.36,18.52,19.0,24.28,0.531317494600432,17.0,9.189736523718825,6.438041699371317,8.189736523718826,7.0,0.03125397027061365,18.0,21.0,25.0,2.0
17,5.0,6.25,5.75,6.0,5.583333333333332,0.08695652173913042,2.0,3.7948280233008505,8.865602368047018,0.7948280233008505,6.0,0.043478260869565216,3.0,11.0,12.0,2.0
18,20.0,23.79166666666667,17.833333333333332,22.0,21.5,0.3341121495327105,14.0,7.7025736873252155,19.746758841593753,1.7025736873252164,4.0,0.023865153538050743,16.0,23.0,24.0,2.0
19,4.0,27.9375,20.4375,6.0,21.125,0.3669724770642202,2.0,3.2002086343016707,7.155309959873691,1.200208634301671,10.0,0.1834862385321101,4.0,11.0,16.0,2.0
20,2.0,22.277777777777786,20.722222222222218,6.0,18.444444444444443,0.07506702412868657,1.0,1.5090459014585365,23.8662073818093,0.5090459014585365,3.0,0.07506702412868657,5.0,14.0,18.0,2.0
21,5.0,25.2,17.7,7.0,18.5,0.4237288135593221,2.0,4.358289154694745,6.47095767603941,1.3582891546947453,3.0,0.21186440677966106,4.0,10.0,10.0,2.0
22,27.0,6.5,5.708333333333332,28.0,5.625,0.13868613138686134,5.0,25.06333241885155,6.916527188370232,3.063332418851552,-4.0,0.027737226277372275,6.0,29.0,24.0,2.0
23,6.0,25.03448275862069,21.75862068965517,12.0,20.620689655172416,0.15055467511885892,2.0,4.950354623776506,41.03466997439889,0.950354623776506,11.0,0.07527733755942946,8.0,20.0,29.0,2.0
24,19.0,6.40625,5.71875,22.0,5.65625,0.12021857923497267,18.0,58.280746733886225,27.942894915093785,57.280746733886225,20.0,0.006678809957498482,21.0,25.0,32.0,2.0
25,11.0,24.105263157894736,19.42105263157895,14.0,19.210526315789476,0.24119241192411914,7.0,7.743423101112483,12.641799749131813,3.7434231011124823,6.0,0.034456058846302734,10.0,16.0,19.0,2.0
26,6.0,24.555555555555557,18.33333333333333,8.0,20.777777777777782,0.3393939393939396,2.0,5.220330576772363,11.97217059392853,1.2203305767723631,2.0,0.1696969696969698,4.0,10.0,9.0,2.0
27,5.0,26.75,18.33333333333333,8.0,18.83333333333333,0.4590909090909092,2.0,3.9581193974290745,9.499216761132393,0.9581193974290744,4.0,0.22954545454545455,5.0,10.0,12.0,2.0
28,2.0,23.63636363636364,22.72727272727273,17.0,17.545454545454547,0.03999999999999988,2.0,0.7419734984979913,127.7957804188247,0.7419734984979913,7.0,0.01999999999999994,17.0,19.0,11.0,2.0
29,7.0,28.181818181818183,19.09090909090909,8.0,26.90909090909091,0.4761904761904763,6.0,5.3002803492216275,21.63900620966122,4.3002803492216275,7.0,0.07936507936507939,7.0,9.0,11.0,2.0
30,9.0,6.083333333333332,5.5,12.0,5.666666666666668,0.106060606060606,7.0,4.030276615921602,46.98029283787237,2.0302766159216024,6.0,0.015151515151515143,10.0,15.0,12.0,2.0
31,9.0,6.607142857142858,5.75,12.0,5.7142857142857135,0.14906832298136638,8.0,7.293312931105349,24.27092966244646,6.2933129311053495,20.0,0.0186335403726708,11.0,14.0,28.0,2.0
32,12.0,25.53125,18.6875,18.0,19.21875,0.3662207357859532,10.0,7.805346977151103,22.233540462065307,5.805346977151103,17.0,0.036622073578595316,16.0,20.0,32.0,2.0
33,5.0,25.0,14.714285714285715,7.0,21.857142857142854,0.6990291262135924,2.0,4.2108263008338245,14.886706299946859,1.2108263008338245,5.0,0.3495145631067962,4.0,10.0,7.0,2.0
34,15.0,23.625,17.5,17.0,19.375,0.35,8.0,10.899849085486977,10.084615056397707,3.899849085486976,6.0,0.04375,10.0,18.0,16.0,2.0
35,1.0,6.8,5.8,3.0,5.7,0.1724137931034483,1.0,0.5198621607241313,11.334242208056825,0.5198621607241313,2.0,0.1724137931034483,3.0,8.0,10.0,2.0
0,20.0,17.75,5.8125,21.0,16.4375,2.053763440860215,7.0,16.664057480496492,13.017408469531649,3.6640574804964916,5.0,0.293394777265745,8.0,23.0,16.0,1.0
1,7.0,5.5,5.0,1.0,5.1,0.1,2.0,5.94957799586709,,0.9495779958670908,6.0,0.05,-4.0,15.0,10.0,2.0
2,2.0,13.692307692307693,13.076923076923075,0.0,13.076923076923075,0.04705882352941188,2.0,1.344828598853962,,1.344828598853962,10.0,0.023529411764705938,0.0,8.0,13.0,2.0
3,4.0,5.2727272727272725,5.0,7.0,4.818181818181818,0.054545454545454494,2.0,3.3466092294925502,34.740915525415375,1.3466092294925502,2.0,0.027272727272727247,5.0,12.0,11.0,1.0
4,,,,,,,,,,,,,,16.0,17.0,1.0
0,12.0,18.722222222222218,14.277777777777779,13.0,16.77777777777778,0.3112840466926069,9.0,5.721725137808919,9.119435266616843,2.721725137808919,5.0,0.034587116299178544,10.0,14.0,18.0,1.0
1,2.0,19.25,13.25,3.0,16.375,0.4528301886792453,1.0,1.5464202814821273,6.182178441832607,0.5464202814821273,5.0,0.4528301886792453,2.0,7.0,8.0,2.0
2,6.0,17.857142857142858,15.0,8.0,16.714285714285715,0.19047619047619047,1.0,5.521766624070152,30.23897750318452,0.5217666240701524,7.0,0.19047619047619047,3.0,11.0,21.0,2.0
3,5.0,6.666666666666668,6.166666666666668,6.0,6.0,0.08108108108108107,4.0,3.1893225024783995,9.491221581029912,2.1893225024783995,3.0,0.020270270270270268,5.0,7.0,6.0,2.0
4,8.0,6.75,6.125,2.0,6.125,0.1020408163265306,6.0,4.696737409734084,,2.696737409734084,0.0,0.017006802721088437,0.0,17.0,16.0,1.0
5,4.0,18.555555555555557,15.555555555555555,5.0,15.444444444444445,0.19285714285714295,4.0,1.1563841206159329,5.449000968670205,1.1563841206159329,2.0,0.048214285714285744,5.0,10.0,9.0,2.0
6,9.0,19.63636363636364,16.318181818181817,11.0,14.363636363636365,0.20334261838440126,7.0,7.632077199315564,6.39624668945909,5.632077199315564,9.0,0.029048945483485893,9.0,17.0,22.0,1.0
7,4.0,6.7333333333333325,6.2666666666666675,10.0,6.066666666666666,0.07446808510638299,2.0,3.3512859084659046,133.41826966562715,1.3512859084659048,2.0,0.0372340425531915,8.0,14.0,15.0,1.0
0,16.0,6.066666666666666,5.2,0.0,5.333333333333333,0.16666666666666655,14.0,8.885996913316292,,6.885996913316294,9.0,0.0119047619047619,-2.0,18.0,15.0,2.0
1,8.0,6.157894736842105,5.68421052631579,9.0,5.473684210526316,0.08333333333333319,1.0,7.510002668659759,8.490187015703784,0.5100026686597587,2.0,0.08333333333333319,2.0,17.0,19.0,2.0
2,8.0,7.0769230769230775,5.0769230769230775,9.0,5.307692307692308,0.393939393939394,5.0,5.7864996684314285,3.4760594967822067,2.7864996684314285,10.0,0.0787878787878788,6.0,12.0,13.0,2.0
0,2.0,7.599999999999999,6.400000000000001,3.0,6.400000000000001,0.1874999999999996,1.0,1.521454900867164,5.819019522483298,0.5214549008671641,2.0,0.1874999999999996,2.0,9.0,10.0,1.0
1,5.0,23.33333333333333,15.333333333333336,7.0,18.88888888888889,0.5217391304347825,2.0,3.913159161079202,9.46480799898667,0.9131591610792024,4.0,0.26086956521739124,4.0,9.0,9.0,1.0
2,6.0,25.75,23.25,7.0,24.33333333333333,0.10752688172043012,5.0,3.4677725932934043,17.67175521699855,2.4677725932934043,8.0,0.021505376344086027,6.0,11.0,12.0,1.0
3,11.0,20.235294117647054,6.588235294117648,13.0,15.941176470588234,2.0714285714285707,10.0,7.817435373232152,8.384941372491358,6.817435373232152,4.0,0.20714285714285707,12.0,17.0,17.0,1.0
4,6.0,24.142857142857146,18.857142857142858,7.0,22.71428571428571,0.2803030303030302,2.0,4.909869549084508,16.394917439079922,0.909869549084508,4.0,0.1401515151515151,3.0,8.0,7.0,1.0
5,13.0,23.421052631578952,17.894736842105264,16.0,19.684210526315788,0.3088235294117647,2.0,12.01648141348979,18.069405247406632,1.0164814134897906,9.0,0.15441176470588236,5.0,18.0,19.0,1.0
6,11.0,20.777777777777782,16.833333333333332,12.0,17.944444444444443,0.2343234323432345,4.0,9.402749106122734,6.821120751144007,2.4027491061227337,8.0,0.058580858085808624,5.0,15.0,18.0,1.0
7,5.0,25.857142857142854,23.142857142857146,9.0,21.571428571428577,0.11728395061728399,2.0,3.93147704025642,28.33217188379118,0.9314770402564196,4.0,0.05864197530864199,6.0,12.0,14.0,1.0
8,5.0,21.73333333333333,18.8,6.0,19.6,0.15602836879432624,4.0,3.19716622606283,9.678891730201434,2.19716622606283,8.0,0.03900709219858156,5.0,9.0,15.0,1.0
9,15.0,21.2,16.866666666666667,14.0,16.866666666666667,0.25691699604743073,1.0,14.528520682771545,,0.5285206827715463,9.0,0.25691699604743073,0.0,18.0,15.0,1.0
0,9.0,37.81818181818182,31.72727272727273,12.0,32.81818181818182,0.1919770773638968,8.0,4.826151472444859,19.6086392551905,3.8261514724448578,2.0,0.0239971346704871,11.0,13.0,11.0,2.0
1,13.0,5.4375,4.5,14.0,4.8125,0.20833333333333331,12.0,6.721883317457047,8.189827302754802,5.721883317457047,-1.0,0.017361111111111112,13.0,21.0,16.0,2.0
2,7.0,6.153846153846153,4.6923076923076925,9.0,4.769230769230768,0.3114754098360656,3.0,6.0955864838592815,7.846452777252645,2.095586483859281,6.0,0.10382513661202186,5.0,14.0,13.0,2.0
3,12.0,38.07142857142857,30.78571428571429,14.0,34.714285714285715,0.236658932714617,1.0,11.526501899895596,21.665467781835947,0.5265018998955941,5.0,0.236658932714617,3.0,19.0,14.0,2.0
4,12.0,33.18181818181818,24.45454545454545,13.0,32.45454545454545,0.35687732342007433,10.0,8.167049472928019,45.12315321746735,6.167049472928021,8.0,0.035687732342007436,11.0,15.0,11.0,2.0
5,1.0,47.111111111111114,42.444444444444436,7.0,37.77777777777778,0.10994764397905772,1.0,0.5130331984161058,42.45891524036344,0.5130331984161058,5.0,0.10994764397905772,7.0,10.0,9.0,2.0
6,19.0,5.04,4.64,1.0,4.84,0.08620689655172423,16.0,7.969166816318821,,4.96916681631882,12.0,0.005387931034482764,-2.0,21.0,25.0,2.0
7,3.0,45.72222222222222,42.27777777777778,7.0,37.27777777777778,0.08147174770039417,1.0,2.5097878539324285,24.085312891817928,0.5097878539324281,3.0,0.08147174770039417,5.0,13.0,18.0,2.0
