tiempo_maximo,intensidad_maxima,intensidad_minima,tiempo_valle,intensidad_valle,sparks_amplitud,TTP,sparks_tiempo_pico50,TTP50,fullWidth,(ΔF/F0)/ΔTmax,fullDuration,width,high,flag
4.0,6.400000000000001,5.900000000000001,2.0,6.099999999999999,0.0847457627118643,3.0,2.516518821421766,1.5165188214217666,0.0,0.0282485875706214,1.0,8.0,10.0,2.0
11.0,6.333333333333332,5.833333333333332,0.0,5.916666666666668,0.0857142857142857,9.0,9.288008982709217,7.288008982709218,8.0,0.0095238095238095,-2.0,14.0,12.0,2.0
7.0,6.466666666666666,5.8,8.0,6.133333333333334,0.114942528735632,4.0,5.409306518202216,2.409306518202217,8.0,0.028735632183908,5.0,9.0,15.0,2.0
18.0,28.36,18.52,19.0,24.28,0.531317494600432,17.0,9.189736523718825,8.189736523718826,7.0,0.0312539702706136,18.0,21.0,25.0,2.0
5.0,6.25,5.75,6.0,5.583333333333332,0.0869565217391304,2.0,3.7948280233008505,0.7948280233008505,6.0,0.0434782608695652,3.0,11.0,12.0,2.0
20.0,23.79166666666667,17.833333333333332,22.0,21.5,0.3341121495327105,14.0,7.702573687325215,1.7025736873252164,4.0,0.0238651535380507,16.0,23.0,24.0,2.0
4.0,27.9375,20.4375,6.0,21.125,0.3669724770642202,2.0,3.2002086343016707,1.200208634301671,10.0,0.1834862385321101,4.0,11.0,16.0,2.0
2.0,22.277777777777786,20.722222222222214,6.0,18.444444444444443,0.0750670241286865,1.0,1.5090459014585365,0.5090459014585365,3.0,0.0750670241286865,5.0,14.0,18.0,2.0
5.0,25.2,17.7,7.0,18.5,0.4237288135593221,2.0,4.358289154694745,1.358289154694745,3.0,0.211864406779661,4.0,10.0,10.0,2.0
27.0,6.5,5.708333333333332,28.0,5.625,0.1386861313868613,5.0,25.06333241885155,3.063332418851552,-4.0,0.0277372262773722,6.0,29.0,24.0,2.0
6.0,25.03448275862069,21.75862068965517,12.0,20.620689655172416,0.1505546751188589,2.0,4.950354623776506,0.950354623776506,11.0,0.0752773375594294,8.0,20.0,29.0,2.0
19.0,6.40625,5.71875,22.0,5.65625,0.1202185792349726,18.0,58.28074673388623,57.28074673388623,20.0,0.0066788099574984,21.0,25.0,32.0,2.0
11.0,24.105263157894736,19.42105263157895,14.0,19.21052631578948,0.2411924119241191,7.0,7.743423101112483,3.7434231011124814,6.0,0.0344560588463027,10.0,16.0,19.0,2.0
6.0,24.55555555555556,18.33333333333333,8.0,20.777777777777786,0.3393939393939396,2.0,5.220330576772363,1.2203305767723631,2.0,0.1696969696969698,4.0,10.0,9.0,2.0
5.0,26.75,18.33333333333333,8.0,18.83333333333333,0.4590909090909092,2.0,3.9581193974290745,0.9581193974290744,4.0,0.2295454545454545,5.0,10.0,12.0,2.0
2.0,23.63636363636364,22.72727272727273,17.0,17.545454545454547,0.0399999999999998,2.0,0.7419734984979913,0.7419734984979913,7.0,0.0199999999999999,17.0,19.0,11.0,2.0
7.0,28.181818181818183,19.09090909090909,8.0,26.90909090909091,0.4761904761904763,6.0,5.300280349221628,4.300280349221628,7.0,0.0793650793650793,7.0,9.0,11.0,2.0
9.0,6.083333333333332,5.5,12.0,5.666666666666668,0.106060606060606,7.0,4.030276615921602,2.0302766159216024,6.0,0.0151515151515151,10.0,15.0,12.0,2.0
9.0,6.607142857142858,5.75,12.0,5.7142857142857135,0.1490683229813663,8.0,7.293312931105349,6.2933129311053495,20.0,0.0186335403726708,11.0,14.0,28.0,2.0
12.0,25.53125,18.6875,18.0,19.21875,0.3662207357859532,10.0,7.805346977151103,5.805346977151103,17.0,0.0366220735785953,16.0,20.0,32.0,2.0
5.0,25.0,14.714285714285715,7.0,21.85714285714285,0.6990291262135924,2.0,4.2108263008338245,1.2108263008338245,5.0,0.3495145631067962,4.0,10.0,7.0,2.0
15.0,23.625,17.5,17.0,19.375,0.35,8.0,10.899849085486975,3.899849085486976,6.0,0.04375,10.0,18.0,16.0,2.0
1.0,6.8,5.8,3.0,5.7,0.1724137931034483,1.0,0.5198621607241313,0.5198621607241313,2.0,0.1724137931034483,3.0,8.0,10.0,2.0
20.0,17.75,5.8125,21.0,16.4375,2.053763440860215,7.0,16.664057480496492,3.664057480496492,5.0,0.293394777265745,8.0,23.0,16.0,1.0
7.0,5.5,5.0,1.0,5.1,0.1,2.0,5.94957799586709,0.9495779958670908,6.0,0.05,-4.0,15.0,10.0,2.0
2.0,13.692307692307692,13.076923076923077,0.0,13.076923076923077,0.0470588235294118,2.0,1.344828598853962,1.344828598853962,10.0,0.0235294117647059,0.0,8.0,13.0,2.0
4.0,5.2727272727272725,5.0,7.0,4.818181818181818,0.0545454545454544,2.0,3.3466092294925502,1.3466092294925502,2.0,0.0272727272727272,5.0,12.0,11.0,1.0
12.0,18.722222222222214,14.27777777777778,13.0,16.77777777777778,0.3112840466926069,9.0,5.721725137808919,2.721725137808919,5.0,0.0345871162991785,10.0,14.0,18.0,1.0
2.0,19.25,13.25,3.0,16.375,0.4528301886792453,1.0,1.5464202814821273,0.5464202814821273,5.0,0.4528301886792453,2.0,7.0,8.0,2.0
6.0,17.857142857142858,15.0,8.0,16.714285714285715,0.1904761904761904,1.0,5.521766624070152,0.5217666240701524,7.0,0.1904761904761904,3.0,11.0,21.0,2.0
5.0,6.666666666666668,6.166666666666668,6.0,6.0,0.081081081081081,4.0,3.1893225024783995,2.1893225024783995,3.0,0.0202702702702702,5.0,7.0,6.0,2.0
8.0,6.75,6.125,2.0,6.125,0.1020408163265306,6.0,4.696737409734084,2.696737409734084,0.0,0.0170068027210884,0.0,17.0,16.0,1.0
4.0,18.55555555555556,15.555555555555555,5.0,15.444444444444445,0.1928571428571429,4.0,1.1563841206159329,1.1563841206159329,2.0,0.0482142857142857,5.0,10.0,9.0,2.0
9.0,19.63636363636364,16.318181818181817,11.0,14.363636363636363,0.2033426183844012,7.0,7.632077199315564,5.632077199315564,9.0,0.0290489454834858,9.0,17.0,22.0,1.0
4.0,6.7333333333333325,6.266666666666668,10.0,6.066666666666666,0.0744680851063829,2.0,3.351285908465905,1.3512859084659048,2.0,0.0372340425531915,8.0,14.0,15.0,1.0
16.0,6.066666666666666,5.2,0.0,5.333333333333333,0.1666666666666665,14.0,8.885996913316292,6.885996913316294,9.0,0.0119047619047619,-2.0,18.0,15.0,2.0
8.0,6.157894736842105,5.68421052631579,9.0,5.473684210526316,0.0833333333333331,1.0,7.510002668659759,0.5100026686597587,2.0,0.0833333333333331,2.0,17.0,19.0,2.0
8.0,7.0769230769230775,5.0769230769230775,9.0,5.307692307692308,0.393939393939394,5.0,5.7864996684314285,2.7864996684314285,10.0,0.0787878787878788,6.0,12.0,13.0,2.0
2.0,7.599999999999999,6.400000000000001,3.0,6.400000000000001,0.1874999999999996,1.0,1.521454900867164,0.5214549008671641,2.0,0.1874999999999996,2.0,9.0,10.0,1.0
5.0,23.33333333333333,15.333333333333336,7.0,18.88888888888889,0.5217391304347825,2.0,3.913159161079202,0.9131591610792024,4.0,0.2608695652173912,4.0,9.0,9.0,1.0
6.0,25.75,23.25,7.0,24.33333333333333,0.1075268817204301,5.0,3.4677725932934043,2.4677725932934043,8.0,0.021505376344086,6.0,11.0,12.0,1.0
11.0,20.23529411764705,6.588235294117648,13.0,15.941176470588234,2.0714285714285707,10.0,7.817435373232152,6.817435373232152,4.0,0.207142857142857,12.0,17.0,17.0,1.0
6.0,24.142857142857142,18.857142857142858,7.0,22.71428571428571,0.2803030303030302,2.0,4.909869549084508,0.909869549084508,4.0,0.1401515151515151,3.0,8.0,7.0,1.0
13.0,23.421052631578952,17.894736842105264,16.0,19.684210526315788,0.3088235294117647,2.0,12.01648141348979,1.0164814134897906,9.0,0.1544117647058823,5.0,18.0,19.0,1.0
11.0,20.777777777777786,16.833333333333332,12.0,17.944444444444443,0.2343234323432345,4.0,9.402749106122734,2.4027491061227337,8.0,0.0585808580858086,5.0,15.0,18.0,1.0
5.0,25.85714285714285,23.142857142857142,9.0,21.571428571428577,0.1172839506172839,2.0,3.93147704025642,0.9314770402564196,4.0,0.0586419753086419,6.0,12.0,14.0,1.0
5.0,21.73333333333333,18.8,6.0,19.6,0.1560283687943262,4.0,3.19716622606283,2.19716622606283,8.0,0.0390070921985815,5.0,9.0,15.0,1.0
15.0,21.2,16.866666666666667,14.0,16.866666666666667,0.2569169960474307,1.0,14.528520682771545,0.5285206827715463,9.0,0.2569169960474307,0.0,18.0,15.0,1.0
9.0,37.81818181818182,31.72727272727273,12.0,32.81818181818182,0.1919770773638968,8.0,4.826151472444859,3.8261514724448578,2.0,0.0239971346704871,11.0,13.0,11.0,2.0
13.0,5.4375,4.5,14.0,4.8125,0.2083333333333333,12.0,6.721883317457047,5.721883317457047,-1.0,0.0173611111111111,13.0,21.0,16.0,2.0
7.0,6.153846153846153,4.6923076923076925,9.0,4.769230769230768,0.3114754098360656,3.0,6.0955864838592815,2.095586483859281,6.0,0.1038251366120218,5.0,14.0,13.0,2.0
12.0,38.07142857142857,30.78571428571429,14.0,34.714285714285715,0.236658932714617,1.0,11.526501899895596,0.5265018998955941,5.0,0.236658932714617,3.0,19.0,14.0,2.0
12.0,33.18181818181818,24.45454545454545,13.0,32.45454545454545,0.3568773234200743,10.0,8.167049472928019,6.167049472928021,8.0,0.0356877323420074,11.0,15.0,11.0,2.0
1.0,47.11111111111112,42.44444444444444,7.0,37.77777777777778,0.1099476439790577,1.0,0.5130331984161058,0.5130331984161058,5.0,0.1099476439790577,7.0,10.0,9.0,2.0
19.0,5.04,4.64,1.0,4.84,0.0862068965517242,16.0,7.969166816318821,4.96916681631882,12.0,0.0053879310344827,-2.0,21.0,25.0,2.0
3.0,45.72222222222222,42.27777777777778,7.0,37.27777777777778,0.0814717477003941,1.0,2.5097878539324285,0.5097878539324281,3.0,0.0814717477003941,5.0,13.0,18.0,2.0
1.0,28.78571428571429,27.42857142857143,6.0,22.78571428571429,0.0494791666666668,1.0,0.506036164611782,0.506036164611782,6.0,0.0494791666666668,6.0,11.0,14.0,2.0
2.0,5.307692307692308,4.846153846153847,4.0,4.538461538461538,0.0952380952380952,2.0,0.7963858635895584,0.7963858635895584,3.0,0.0476190476190476,4.0,9.0,13.0,2.0
14.0,5.166666666666667,4.633333333333334,17.0,4.7,0.1151079136690647,4.0,12.487641293553551,2.4876412935535512,8.0,0.0287769784172661,7.0,23.0,30.0,2.0
3.0,38.42857142857143,36.285714285714285,4.0,34.42857142857143,0.0590551181102363,3.0,1.1416666669924291,1.1416666669924291,5.0,0.0196850393700787,4.0,5.0,7.0,2.0
14.0,44.88,27.8,17.0,35.8,0.6143884892086331,11.0,9.372773309979976,6.372773309979976,17.0,0.0558534990189666,14.0,19.0,25.0,2.0
3.0,35.36363636363637,34.09090909090909,12.0,23.54545454545455,0.0373333333333333,1.0,2.5045814082577857,0.5045814082577857,5.0,0.0373333333333333,10.0,16.0,11.0,2.0
5.0,5.071428571428571,4.714285714285714,3.0,4.714285714285714,0.0757575757575756,2.0,3.9457731199059305,0.9457731199059304,-3.0,0.0378787878787878,0.0,7.0,14.0,2.0
19.0,39.61904761904762,32.714285714285715,20.0,35.476190476190474,0.2110625909752547,13.0,14.121421322490251,8.12142132249025,11.0,0.0162355839211734,14.0,23.0,21.0,2.0
13.0,33.70588235294117,32.23529411764706,25.0,23.529411764705888,0.0456204379562043,1.0,12.505575841392664,0.5055758413926625,12.0,0.0456204379562043,13.0,29.0,17.0,2.0
8.0,6.466666666666666,4.866666666666666,9.0,6.266666666666668,0.3287671232876712,4.0,5.483589642683411,1.4835896426834108,6.0,0.0821917808219178,5.0,11.0,15.0,2.0
3.0,5.214285714285714,4.571428571428571,11.0,4.642857142857143,0.140625,1.0,2.516435194365399,0.5164351943653989,2.0,0.140625,9.0,14.0,14.0,2.0
6.0,5.222222222222221,4.777777777777779,7.0,4.9444444444444455,0.0930232558139535,1.0,5.511114772466153,0.5111147724661533,13.0,0.0930232558139535,2.0,9.0,18.0,2.0
5.0,5.5,4.9,0.0,5.0,0.1224489795918366,3.0,3.5240518172389663,1.524051817238966,2.0,0.0408163265306122,-2.0,8.0,10.0,2.0
20.0,35.0,22.0,21.0,32.93103448275862,0.5909090909090909,5.0,18.768657313119405,3.768657313119412,2.0,0.1181818181818182,6.0,23.0,29.0,2.0
1.0,41.2,34.9,8.0,33.1,0.180515759312321,1.0,0.5207201684545729,0.5207201684545729,9.0,0.180515759312321,8.0,13.0,20.0,2.0
